# avg. speed [m/s]
14.34
9.75
6.32
4.09
3.88
2.96
4.26
2.93
3.84
3.84
3.39
3.80
2.85
4.42
2.47
3.40
2.86
3.98
3.75
3.11
3.63
2.94
4.19
2.56
3.27
2.94
4.11
3.83
3.21
3.71
3.03
3.83
3.17
4.17
3.64
3.53
3.58
3.21
3.82
3.19
3.68
3.58
3.62
3.52
2.89
3.47
3.14
3.81
3.21
3.37
2.33
3.53
2.86
3.28
3.70
3.68
3.80
3.22
3.95
3.07
2.24
