# avg. relative speed
0.72
0.49
0.32
0.20
0.19
0.15
0.21
0.15
0.19
0.19
0.17
0.19
0.14
0.22
0.12
0.17
0.14
0.20
0.19
0.16
0.18
0.15
0.21
0.13
0.16
0.15
0.21
0.19
0.16
0.19
0.15
0.19
0.16
0.21
0.18
0.18
0.18
0.16
0.19
0.16
0.18
0.18
0.18
0.18
0.14
0.17
0.16
0.19
0.16
0.17
0.12
0.18
0.14
0.16
0.18
0.18
0.19
0.16
0.20
0.15
0.11
